,VisitorGroup,PlatformUsed,VisitSource,BrowserName,OSName,State,Gender,IncomeRange,ViewedProductInVisit,ViewedSaleInVisit,TotalPageViews,PlacedSearch,SecondsOnSite,ClickedBanner,b_effective
644306,Prior Visitor with Purchase,Web,WebSearch,Chrome,Chrome OS,eastern,Female,100to250k,1,0,60,1,3289,1,1
644426,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,36,0,3447,1,1
644457,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,west_coast,Female,100to250k,1,0,28,1,8000,1,1
644512,New Visitor,Phone,ThirdPartyAds,Chrome,Android,eastern,Female,50to100k,1,1,53,1,1848,1,1
644682,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,Under50k,1,1,11,1,239,1,1
644724,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,50to100k,1,1,40,1,1620,1,1
644728,New Visitor,Phone,WebSearch,Chrome,Android,,,,1,1,40,0,2036,1,1
644771,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,west_coast,Unknown,Under50k,1,1,105,1,28114,1,1
645178,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,0,33,1,2105,1,1
645429,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,0,135,1,12206,1,1
645479,Prior Visitor,Phone,ThirdPartyAds,Chrome,Android,south_west,Female,Under50k,1,1,34,0,1821,1,1
645530,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,Under50k,1,1,25,1,2099,1,1
645879,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,0,29,1,1561,1,1
646301,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,non_usa,Female,50to100k,1,1,50,1,6788,1,1
646668,Prior Visitor,Web,WebSearch,Safari,Mac OS X,,,,1,1,12,1,199,1,1
646773,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Male,50to100k,1,1,26,1,4484,1,1
646795,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,Under50k,1,1,12,0,166,1,1
646839,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Female,Under50k,1,1,82,1,8897,1,1
647217,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,Under50k,1,1,26,1,4621,1,1
647244,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,south_west,Female,Under50k,1,1,67,1,4225,1,1
647413,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Male,Under50k,1,1,357,1,27542,1,1
647438,Prior Visitor with Purchase,Web,ThirdPartyAds,Microsoft Edge,Windows,eastern,Female,50to100k,1,1,57,0,5130,1,1
647535,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,west_coast,Female,,1,1,19,1,5894,1,1
647547,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,west_coast,Unknown,Under50k,1,1,78,1,12338,1,1
647594,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,161,1,6471,1,1
647703,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,,Unknown,,1,1,23,1,1517,1,1
647993,Prior Visitor,Web,WebSearch,Safari,Mac OS X,,,,1,0,89,0,19800,1,1
648276,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Male,Under50k,1,0,33,0,5593,1,1
648424,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,mid_west,Female,Under50k,1,1,11,1,536,1,1
648488,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,mid_west,Male,50to100k,1,1,75,1,5509,1,1
648549,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,west_coast,Female,100to250k,1,1,113,1,6665,1,1
648687,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,38,0,5707,1,1
648746,Prior Visitor,Web,WebSearch,Safari,Mac OS X,,Unknown,,1,1,14,0,299,1,1
648874,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,Mac OS X,,Female,,1,0,20,0,3915,1,1
649097,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,100to250k,1,1,76,0,11679,1,1
649208,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,eastern,Female,50to100k,1,1,30,0,7618,1,1
649525,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,Under50k,1,1,57,1,2447,1,1
649693,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,west_coast,Female,Under50k,1,1,116,1,14847,1,1
649935,New Visitor,Phone,ThirdPartyAds,Safari,Mac OS X,,,,1,1,23,0,2049,1,1
650133,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Male,,1,1,73,0,2817,1,1
650144,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,Under50k,1,1,29,1,5256,1,1
650152,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,101,1,10517,1,1
650204,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,13,0,711,1,1
650340,Prior Visitor,Phone,ThirdPartyAds,Chrome,Android,south_west,Female,Under50k,1,1,57,1,14524,1,1
650432,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Unknown,100to250k,1,1,38,0,2120,1,1
650606,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,,Female,,1,1,11,0,414,1,1
650674,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,74,1,3024,1,1
650675,Prior Visitor,Web,WebSearch,Chrome,Mac OS X,mid_west,Female,50to100k,1,1,49,0,4348,1,1
650715,Prior Visitor with Purchase,Web,EmailFromWayfair,Microsoft Edge,Windows,mid_west,Female,100to250k,1,1,31,1,1982,1,1
650760,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,93,1,19781,1,1
650793,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Female,50to100k,1,0,20,1,4700,1,1
650950,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,0,0,14,0,366,1,1
650999,Prior Visitor,Phone,ThirdPartyAds,Chrome,Android,,,,1,1,38,0,1358,1,1
651168,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,36,1,1178,1,1
651209,Prior Visitor with Purchase,Web,WebSearch,Microsoft Edge,Windows,west_coast,Female,100to250k,1,0,90,0,15251,1,1
651573,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,eastern,Female,100to250k,1,1,8,0,1206,1,1
651705,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,1,33,1,2687,1,1
651778,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,west_coast,Female,50to100k,1,1,10,0,310,1,1
651961,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,mid_west,Female,Under50k,1,1,60,0,1805,1,1
651994,Prior Visitor,Web,EmailFromWayfair,Chrome,Mac OS X,eastern,Male,100to250k,1,1,129,1,5185,1,1
652002,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Unknown,,1,1,82,1,4685,1,1
652054,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,south_west,Male,50to100k,1,1,13,0,183,1,1
652056,New Visitor,Web,WebSearch,Microsoft Edge,Windows,,,,1,0,46,1,1942,1,1
652069,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,Under50k,1,1,71,1,4552,1,1
652193,Prior Visitor,Web,WebSearch,Safari,iOS,,,,1,0,16,0,525,1,1
652217,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,,1,0,294,1,6663,1,1
652399,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,mid_west,Female,,0,1,4,0,32,1,1
652442,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,,Unknown,,1,1,88,0,11159,1,1
652477,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,Under50k,1,1,26,1,2656,1,1
652657,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,iOS,eastern,Female,Under50k,1,0,26,1,1981,1,1
652671,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,south_west,Female,100to250k,1,1,35,1,3417,1,1
652686,Prior Visitor,Phone,ThirdPartyAds,Safari,iOS,west_coast,Male,50to100k,1,1,10,0,5951,1,1
652690,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,,Unknown,,1,1,53,1,16824,1,1
652705,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,eastern,Female,50to100k,1,1,19,1,5583,1,1
652735,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,south_west,Female,50to100k,1,1,11,1,457,1,1
652772,Prior Visitor,Web,WebSearch,Microsoft Edge,Windows,,,,1,1,107,0,15422,1,1
652787,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,,Unknown,,0,0,2,0,36,1,1
652808,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,west_coast,Female,100to250k,1,1,90,1,6019,1,1
652832,Prior Visitor,Phone,WebSearch,Safari,iOS,,Female,,1,1,28,0,732,1,1
652874,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,mid_west,Female,Under50k,1,0,145,1,19197,1,1
653204,Prior Visitor,Phone,ThirdPartyAds,Safari,iOS,,,,1,1,25,0,2943,1,1
653373,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,89,1,4417,1,1
653394,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,22,0,883,1,1
653569,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,west_coast,Female,100to250k,1,1,36,0,5652,1,1
653610,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,mid_west,Female,50to100k,1,1,30,1,5666,1,1
653621,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,eastern,Female,50to100k,1,1,63,0,1288,1,1
653782,New Visitor,Phone,ThirdPartyAds,Safari,iOS,,,,1,1,26,0,20886,1,1
653803,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,south_west,Female,50to100k,1,0,14,1,619,1,1
653815,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,Under50k,1,1,33,0,831,1,1
653897,Prior Visitor,Phone,WebSearch,Safari,iOS,,Unknown,,1,1,175,1,8082,1,1
654010,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,iOS,eastern,Female,Under50k,1,1,19,0,632,1,1
654112,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,south_west,Female,50to100k,1,1,17,1,1584,1,1
654404,Prior Visitor,Phone,ThirdPartyAds,Safari,iOS,,,,1,1,10,0,150,1,1
654491,New Visitor,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,Under50k,1,1,32,0,680,1,1
654936,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,eastern,Male,50to100k,1,1,18,1,367,1,1
655068,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,,Unknown,,1,1,40,1,1225,1,1
655105,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Unknown,Under50k,1,1,23,0,606,1,1
655249,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,south_west,Female,100to250k,1,1,38,0,1356,1,1
655578,Prior Visitor with Purchase,Web,WebSearch,Microsoft Edge,Windows,mid_west,Unknown,,1,1,11,0,1156,1,1
655748,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,west_coast,Female,Under50k,1,1,22,0,5250,1,1
655752,Prior Visitor,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,1,85,1,6513,1,1
655788,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,,Unknown,,1,1,17,0,662,1,1
655960,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,,Female,,1,1,9,0,255,1,1
655993,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,94,1,4109,1,1
656000,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,50to100k,1,1,17,0,442,1,1
656047,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,mid_west,Female,100to250k,1,1,65,0,2100,1,1
656151,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,,Unknown,,1,1,13,1,513,1,1
656277,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,west_coast,Female,Under50k,1,1,24,0,561,1,1
656375,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,0,11,0,172,1,1
656564,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,Under50k,1,0,31,1,3135,1,1
656584,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,57,1,3758,1,1
656681,Prior Visitor,Web,WebSearch,Chrome,Mac OS X,,Unknown,,1,1,56,1,2485,1,1
656787,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,south_west,Female,50to100k,1,1,16,0,776,1,1
656810,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Female,50to100k,1,1,12,0,1472,1,1
656938,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,Under50k,1,0,41,1,2568,1,1
657004,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,25,0,1059,1,1
657015,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,west_coast,Female,50to100k,1,1,20,0,4252,1,1
657127,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,eastern,Female,,1,0,71,1,1545,1,1
657129,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,47,0,1271,1,1
657377,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,Under50k,1,0,113,1,12971,1,1
657417,Prior Visitor,Web,ThirdPartyAds,Chrome,Windows,,,,1,0,27,0,844,1,1
657477,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,iOS,south_west,Female,50to100k,1,1,7,1,333,1,1
657494,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,21,0,737,1,1
657723,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Female,,1,0,11,1,9012,1,1
658002,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,,Unknown,,1,1,11,0,1505,1,1
658045,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,mid_west,Unknown,100to250k,1,0,64,1,2011,1,1
658102,Prior Visitor,Phone,WebSearch,Safari,iOS,,Unknown,,1,0,235,1,21268,1,1
658160,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,mid_west,Female,100to250k,1,1,22,1,724,1,1
658279,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,1,33,0,1877,1,1
658290,Prior Visitor,Web,WebSearch,Microsoft Edge,Windows,,,,1,1,25,1,1185,1,1
658599,New Visitor,Phone,WebSearch,Safari,iOS,,,,1,1,25,0,772,1,1
658619,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,Under50k,1,1,57,0,2559,1,1
658689,Prior Visitor,Web,WebSearch,Safari,iOS,,,,1,1,10,0,379,1,1
658697,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,18,0,516,1,1
658795,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Unknown,Under50k,1,1,13,0,1233,1,1
658908,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,50to100k,1,1,12,0,197,1,1
658981,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,eastern,Female,Under50k,1,1,11,0,1904,1,1
658988,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,west_coast,Female,Under50k,1,1,35,0,2769,1,1
659014,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,west_coast,Female,50to100k,1,0,20,0,363,1,1
659155,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,eastern,Female,Under50k,1,0,63,1,2135,1,1
659249,Prior Visitor,Web,WebSearch,Chrome,Windows,,,,1,0,8,1,220,1,1
659293,Prior Visitor,Phone,ThirdPartyAds,Chrome,Android,eastern,Female,100to250k,1,1,63,1,1760,1,1
659405,Prior Visitor with Purchase,Web,EmailFromWayfair,Microsoft Edge,Windows,,Unknown,,1,1,21,1,2375,1,1
659483,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Unknown,,1,1,27,0,953,1,1
659506,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,west_coast,Unknown,,1,1,127,0,18444,1,1
659533,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,50to100k,1,1,14,0,373,1,1
659553,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,mid_west,Female,100to250k,1,1,23,1,8415,1,1
659730,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Unknown,50to100k,1,1,18,0,623,1,1
659825,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,west_coast,Female,50to100k,1,1,27,0,3675,1,1
659842,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,Under50k,1,1,15,0,377,1,1
659896,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,7,0,557,1,1
659948,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,mid_west,Female,Under50k,1,1,27,1,1775,1,1
659988,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,19,0,11493,1,1
660043,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,south_west,Female,100to250k,1,0,99,1,14134,1,1
660059,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Mac OS X,eastern,Female,Under50k,1,1,13,0,171,1,1
660202,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,south_west,Female,50to100k,1,1,10,0,231,1,1
660301,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,50to100k,1,0,51,1,1444,1,1
660549,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,,Unknown,,1,1,50,1,6439,1,1
660825,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,100to250k,1,0,19,1,1203,1,1
660850,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,south_west,Female,100to250k,1,1,46,1,1520,1,1
660881,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,,1,0,43,1,3232,1,1
660893,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,mid_west,Female,Under50k,1,1,47,1,4090,1,1
661198,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,mid_west,Female,50to100k,1,1,33,0,3065,1,1
661751,Prior Visitor,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,,0,0,3,0,11,1,1
661766,Prior Visitor,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,54,0,1852,1,1
661891,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,other_usa,Female,50to100k,1,1,66,1,9012,1,1
661911,Prior Visitor,Web,WebSearch,Safari,Mac OS X,,,,1,1,7,0,117,1,1
662090,New Visitor,Phone,WebSearch,Safari,iOS,,,,1,0,23,1,18202,1,1
662151,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,west_coast,Female,Under50k,1,0,46,1,10222,1,1
662162,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,south_west,Male,100to250k,1,0,14,1,312,1,1
662254,Prior Visitor,Phone,EmailFromWayfair,Safari,iOS,,Unknown,,1,1,22,1,402,1,1
662284,New Visitor,Web,ThirdPartyAds,Safari,iOS,,,,1,0,54,1,2207,1,1
662293,Prior Visitor,Phone,ThirdPartyAds,Chrome,Android,,,,1,0,251,1,10488,1,1
662332,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,736,1,18354,1,1
662460,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,eastern,Female,Under50k,1,1,7,0,110,1,1
662510,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,Mac OS X,,Female,,1,1,23,1,1364,1,1
662519,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,iOS,eastern,Female,100to250k,1,1,36,1,3884,1,1
662580,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,,Unknown,,0,1,3,0,11,1,1
662620,Prior Visitor,Phone,ThirdPartyAds,Safari,iOS,west_coast,Female,Under50k,1,1,18,0,4026,1,1
662700,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,mid_west,Female,100to250k,1,1,103,0,3828,1,1
662758,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,mid_west,Female,100to250k,1,1,82,1,3450,1,1
663084,New Visitor,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,8,0,1623,1,1
663095,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,west_coast,Female,50to100k,1,1,113,1,7813,1,1
663119,Prior Visitor with Purchase,Web,ThirdPartyAds,Microsoft Edge,Windows,mid_west,Female,50to100k,1,1,47,0,1818,1,1
663156,Prior Visitor,Web,WebSearch,Safari,Mac OS X,eastern,Female,100to250k,1,1,55,0,2332,1,1
663222,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,43,1,3581,1,1
663442,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,mid_west,Female,50to100k,1,1,167,1,14680,1,1
663499,New Visitor,Web,WebSearch,Safari,iOS,south_west,Female,50to100k,1,0,70,1,6809,1,1
663531,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,south_west,Female,100to250k,1,1,25,1,612,1,1
663539,Prior Visitor,Web,WebSearch,Safari,iOS,,,,1,1,42,1,11224,1,1
663765,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,eastern,Unknown,50to100k,1,1,13,0,456,1,1
663784,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,5,0,155,1,1
664074,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,75,0,1480,1,1
664078,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,1,24,0,1145,1,1
664217,New Visitor,Web,WebSearch,Microsoft Edge,Windows,,,,1,1,16,0,7377,1,1
664285,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,south_west,Female,100to250k,1,1,44,1,5011,1,1
664415,Prior Visitor,Phone,ThirdPartyAds,Safari,iOS,,,,1,1,129,1,10430,1,1
664618,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,mid_west,Female,50to100k,1,1,108,1,3465,1,1
664806,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,south_west,Female,100to250k,1,0,11,0,663,1,1
665000,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,west_coast,Female,50to100k,1,1,35,0,1236,1,1
665243,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,0,16,0,10079,1,1
665264,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,west_coast,Female,50to100k,1,1,27,0,1525,1,1
665437,Prior Visitor,Phone,WebSearch,Safari,iOS,mid_west,Female,Under50k,1,1,28,0,3885,1,1
665484,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,,Unknown,,1,1,57,1,1325,1,1
665794,Prior Visitor,Web,WebSearch,Chrome,Windows,,,,1,1,35,0,2177,1,1
665839,Prior Visitor,Web,WebSearch,Safari,Mac OS X,,,,1,1,9,0,177,1,1
666006,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Unknown,Under50k,1,1,73,0,3849,1,1
666093,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,mid_west,Female,100to250k,1,0,44,0,1728,1,1
666125,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,mid_west,Unknown,Under50k,1,1,9,0,580,1,1
666164,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,19,1,3807,1,1
666454,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,Under50k,1,1,104,1,3524,1,1
666625,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,south_west,Female,Under50k,1,1,43,0,1227,1,1
666646,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,south_west,Female,Under50k,1,1,48,1,8357,1,1
666883,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,7,0,131,1,1
666943,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,mid_west,Female,50to100k,1,1,116,0,4230,1,1
